00A YYYY.dec             Lat            Lon        Depth     cumD(cm)                 EVID                       CSID                   Mag        D(cm)
2004.0482368510930      36.04213     -120.61976    4.693      8.12737             21335139    SJBPK1041_freq8-24Hz_maxdist3_coh9700   2.09      8.12737
2005.2685022831051      36.04213     -120.61976    4.693     12.67201             21449098    SJBPK1041_freq8-24Hz_maxdist3_coh9700   1.10      4.54465
2006.0216476090816      36.04213     -120.61976    4.693     17.24342             21502327    SJBPK1041_freq8-24Hz_maxdist3_coh9700   1.11      4.57141
2018.0208469051242      36.04213     -120.61976    4.693     21.92347             72951016    SJBPK1041_freq8-24Hz_maxdist3_coh9700   1.15      4.68004
1995.9497219051243      36.98754     -121.46700    4.822      6.54033             30091919    SJBPK1042_freq8-24Hz_maxdist3_coh9700   1.72      6.54033
2004.0453407710991      36.98754     -121.46700    4.822     12.81730             21334840    SJBPK1042_freq8-24Hz_maxdist3_coh9700   1.65      6.27697
2014.5809748541349      36.98754     -121.46700    4.822     18.87699             72269436    SJBPK1042_freq8-24Hz_maxdist3_coh9700   1.59      6.05968
2004.0302071948997      36.02595     -120.57500    9.156      4.96307             21333130    SJBPK1043_freq8-24Hz_maxdist3_coh9700   1.25      4.96307
2004.0574138585307      36.02595     -120.57500    9.156     11.16675             21336183    SJBPK1043_freq8-24Hz_maxdist3_coh9700   1.63      6.20369
2004.0199220489274      36.46623     -121.04325    7.512      7.35529             21331640    SJBPK1044_freq8-24Hz_maxdist3_coh9700   1.92      7.35529
2012.4872787327970      36.46623     -121.04325    7.512     14.53985             71802780    SJBPK1044_freq8-24Hz_maxdist3_coh9700   1.88      7.18456
2014.3391002980720      36.46623     -121.04325    7.512     21.19641             72215656    SJBPK1044_freq8-24Hz_maxdist3_coh9700   1.75      6.65656
2004.0070245142683      35.98015     -120.53791    5.574      4.57141             21330703    SJBPK1045_freq8-24Hz_maxdist3_coh9700   1.11      4.57141
2004.0070245142683      35.98015     -120.53791    5.574      9.11605             21421138    SJBPK1045_freq8-24Hz_maxdist3_coh9700   1.10      4.54465
2004.0070245142683      35.98015     -120.53791    5.574     13.66070             21457397    SJBPK1045_freq8-24Hz_maxdist3_coh9700   1.10      4.54465
1993.7562708967530      35.85834     -120.39925    4.670      4.62541             30030621    SJBPK1046_freq8-24Hz_maxdist3_coh9700   1.13      4.62541
1993.7562708967530      35.85834     -120.39925    4.670     10.47533             21326702    SJBPK1046_freq8-24Hz_maxdist3_coh9700   1.53      5.84992
2004.7499189498583      35.85834     -120.39925    4.670     16.08968             21401601    SJBPK1046_freq8-24Hz_maxdist3_coh9700   1.46      5.61436
2004.7688784532484      35.85834     -120.39925    4.670     21.77036             21405604    SJBPK1046_freq8-24Hz_maxdist3_coh9700   1.48      5.68068
2004.8332543070735      35.85834     -120.39925    4.670     27.28669             30230151    SJBPK1046_freq8-24Hz_maxdist3_coh9700   1.43      5.51633
2004.8995864640256      35.85834     -120.39925    4.670     32.96736             21422564    SJBPK1046_freq8-24Hz_maxdist3_coh9700   1.48      5.68068
