Doublet_ID	Avg_CC	No_CC	std_m_s	No_ddt_m Date Time Lat_deg Lon_deg	Depth_km Mag Date_2 Time_2 Lat_deg_2 Lon_deg_2	Depth_km_2 Mag_2
1996177_2011122	0.986	38	0.0055	36	1996/06/25	21:37:02.680	39.971	142.839	44.9	5.0	2011/05/02	21:25:49.540	40.102	142.564	32.3	5.1
1996177_2011354	0.979	36	0.0113	27	1996/06/25	21:37:02.680	39.971	142.839	44.9	5.0	2011/12/20	06:26:23.210	40.099	142.559	52.7	5.1
1996177_2014016	0.984	35	0.0069	28	1996/06/25	21:37:02.680	39.971	142.839	44.9	5.0	2014/01/16	01:12:17.710	40.115	142.818	51.8	5.1
1996206_2016166	0.970	24	0.0117	15	1996/07/24	23:53:22.420	51.701	-177.124	54.6	5.1	2016/06/14	17:13:27.520	51.628	-177.053	54.2	5.1
1996276_2010227	0.952	59	0.0250	45	1996/10/02	16:00:20.440	53.417	160.388	33.0	5.4	2010/08/15	02:10:38.390	53.557	160.121	40.3	5.5
1996280_2014054	0.951	15	0.0071	6	1996/10/06	10:02:42.110	-9.785	118.002	53.8	5.4	2014/02/23	21:21:15.390	-9.817	117.957	33.7	5.0
1996290_2012334	0.977	11	0.0109	5	1996/10/16	08:42:12.390	13.924	-92.063	33.0	5.2	2012/11/29	19:32:31.750	13.757	-92.113	10.0	5.5
1996297_2009230	0.965	4	0.0071	2	1996/10/23	10:18:55.070	-22.283	170.811	33.0	5.1	2009/08/18	00:59:45.870	-22.476	170.731	55.0	5.1
1996321_2007248	0.951	7	0.0050	4	1996/11/16	16:08:52.500	-11.421	165.736	33.0	5.2	2007/09/05	14:22:17.440	-11.479	165.777	35.0	5.2
1996361_2010306	0.951	35	0.0204	29	1996/12/26	19:34:11.570	-5.360	151.357	107.1	5.8	2010/11/02	06:39:55.060	-5.355	151.556	35.0	5.8
1997018_1999275	0.962	22	0.0178	18	1997/01/18	17:13:50.680	24.179	122.668	55.6	5.0	1999/10/02	17:14:17.810	24.069	122.434	44.7	5.2
1997018_2002258	0.974	19	0.0109	16	1997/01/18	17:13:50.680	24.179	122.668	55.6	5.0	2002/09/15	01:06:55.800	24.098	122.463	36.0	5.1
1997018_2004315	0.964	26	0.0126	21	1997/01/18	17:13:50.680	24.179	122.668	55.6	5.0	2004/11/10	14:48:06.920	24.076	122.344	56.8	5.1
1997018_2010199	0.971	18	0.0145	14	1997/01/18	17:13:50.680	24.179	122.668	55.6	5.0	2010/07/18	13:03:24.500	24.131	122.470	26.9	5.1
1997040_2005120	0.957	13	0.0187	8	1997/02/09	23:11:04.670	-20.235	-173.629	39.8	5.0	2005/04/30	08:28:37.570	-19.990	-173.680	10.0	5.0
1997071_2002171	0.964	9	0.0131	5	1997/03/12	01:55:00.980	-23.452	-175.510	33.0	5.0	2002/06/20	05:26:10.640	-23.473	-175.518	33.0	5.1
1997071_2006322	0.962	7	0.0181	5	1997/03/12	01:55:00.980	-23.452	-175.510	33.0	5.0	2006/11/18	21:45:11.170	-23.497	-175.545	42.0	5.0
1997071_2011185	0.973	6	0.0093	5	1997/03/12	01:55:00.980	-23.452	-175.510	33.0	5.0	2011/07/04	21:42:18.080	-23.521	-175.548	56.5	5.1
1997076_2003317	0.951	33	0.0063	20	1997/03/17	09:23:17.010	41.897	142.110	76.5	5.1	2003/11/13	22:39:20.580	41.857	142.117	74.4	5.0
1997076_2016270	0.956	35	0.0103	23	1997/03/17	09:23:17.010	41.897	142.110	76.5	5.1	2016/09/26	02:24:37.740	41.880	142.204	64.0	5.0
1997098_2014171	0.967	68	0.0114	62	1997/04/08	15:14:23.300	52.060	-171.408	45.9	5.5	2014/06/20	12:16:46.370	51.769	-171.254	41.9	5.4
1997101_2011125	0.985	57	0.0082	45	1997/04/11	12:01:45.470	26.124	128.500	33.0	5.5	2011/05/05	23:21:22.100	26.124	128.398	10.0	5.5
1997117_2006347a	0.958	35	0.0145	23	1997/04/27	14:09:08.810	46.150	153.135	33.0	5.2	2006/12/13	01:57:43.100	46.166	152.966	10.0	5.0
